SubmissionDate,starttime,endtime,deviceid,devicephonenum,username,device_info,duration,caseid,Date,Enumerator,Hospital,Diet,Breakfast,Lunch,Dinner,Male,Female,a9_4,a5_13,a14_18,a19_25,a25_,k1,w2,s3,e4,n5,instanceID,formdef_version,KEY
"8/2/2024, 10:57:05 PM","8/2/2024, 9:54:14 PM","8/2/2024, 9:56:18 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),124,,8/2/2024,4,1,,0,3,0,1,2,,,,,,,,,,,uuid:9f01e4df-5467-492d-a1be-04bbb42b9ecf,2407301809,uuid:9f01e4df-5467-492d-a1be-04bbb42b9ecf
"8/2/2024, 10:57:05 PM","8/2/2024, 9:56:24 PM","8/2/2024, 10:03:57 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),453,,8/2/2024,4,1,,0,21,19,7,14,,,,,,,,,,,uuid:a94f1809-7e76-412c-a121-22ab9d332ac0,2407301809,uuid:a94f1809-7e76-412c-a121-22ab9d332ac0
"8/3/2024, 7:21:40 AM","8/3/2024, 7:10:32 AM","8/3/2024, 7:21:24 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),652,,8/1/2024,5,3,,0,16,16,5,11,,,,,,,,,,,uuid:7850f05e-931a-47f3-bb5c-e2f49f0aad60,2407301809,uuid:7850f05e-931a-47f3-bb5c-e2f49f0aad60
"8/3/2024, 7:26:31 AM","8/3/2024, 7:21:55 AM","8/3/2024, 7:26:22 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),267,,8/1/2024,5,3,,0,18,18,0,18,,,,,,,,,,,uuid:1e60c7de-008f-44af-ad95-47ccb4c99f05,2407301809,uuid:1e60c7de-008f-44af-ad95-47ccb4c99f05
"8/3/2024, 7:28:34 AM","8/3/2024, 7:26:38 AM","8/3/2024, 7:28:26 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),108,,8/1/2024,5,3,,0,4,4,0,4,,,,,,,,,,,uuid:55517d49-5013-4729-8fe5-229d807133a3,2407301809,uuid:55517d49-5013-4729-8fe5-229d807133a3
"8/3/2024, 7:31:21 AM","8/3/2024, 7:28:52 AM","8/3/2024, 7:31:12 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),140,,8/1/2024,5,3,,0,6,6,0,6,,,,,,,,,,,uuid:88b7bcd3-0ba1-488b-9bd5-b6bbd9eb0a8c,2407301809,uuid:88b7bcd3-0ba1-488b-9bd5-b6bbd9eb0a8c
"8/3/2024, 8:20:28 AM","8/3/2024, 8:15:35 AM","8/3/2024, 8:20:03 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),268,,8/2/2024,5,3,,0,23,23,8,13,,,,,,,,,,,uuid:19fb9ded-a7ea-4eab-b326-4dc72f1a1cbe,2407301809,uuid:19fb9ded-a7ea-4eab-b326-4dc72f1a1cbe
"8/3/2024, 8:24:02 AM","8/3/2024, 8:20:38 AM","8/3/2024, 8:23:56 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),156,,8/2/2024,5,3,,0,18,17,0,18,,,,,,,,,,,uuid:acd207fb-f68b-4307-a99d-5fae595dcbdb,2407301809,uuid:acd207fb-f68b-4307-a99d-5fae595dcbdb
"8/3/2024, 8:25:56 AM","8/3/2024, 8:24:11 AM","8/3/2024, 8:25:44 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),92,,8/2/2024,5,3,,0,3,3,0,3,,,,,,,,,,,uuid:1df4ee39-46cc-484b-b8bf-28e925f20a3c,2407301809,uuid:1df4ee39-46cc-484b-b8bf-28e925f20a3c
"8/3/2024, 8:28:15 AM","8/3/2024, 8:26:27 AM","8/3/2024, 8:28:08 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),100,,8/2/2024,5,3,,0,6,6,0,6,,,,,,,,,,,uuid:f9801c82-a1e5-4181-b393-734bef8fc8e6,2407301809,uuid:f9801c82-a1e5-4181-b393-734bef8fc8e6
"8/3/2024, 7:43:33 PM","8/3/2024, 6:40:12 PM","8/3/2024, 6:44:21 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),249,,8/3/2024,4,1,,0,17,15,6,11,,,,,,,,,,,uuid:3cd35848-3aea-4d12-82c2-c5e52b1e5116,2407301809,uuid:3cd35848-3aea-4d12-82c2-c5e52b1e5116
"8/3/2024, 7:43:33 PM","8/3/2024, 6:51:00 PM","8/3/2024, 7:01:18 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),531,,8/3/2024,4,1,,0,18,15,0,18,,,,,,,,,,,uuid:2c38d6b0-257c-4030-b133-85fe94f914f9,2407301809,uuid:2c38d6b0-257c-4030-b133-85fe94f914f9
"8/3/2024, 7:43:34 PM","8/3/2024, 7:01:25 PM","8/3/2024, 7:09:13 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),377,,8/3/2024,4,1,,0,5,0,4,1,,,,,,,,,,,uuid:2777e7ce-c2e3-43b9-bfef-27166cab52f1,2407301809,uuid:2777e7ce-c2e3-43b9-bfef-27166cab52f1
"8/3/2024, 7:43:34 PM","8/3/2024, 7:09:40 PM","8/3/2024, 7:26:28 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),1001,,8/3/2024,4,1,,0,4,0,2,2,,,,,,,,,,,uuid:d9828d83-e5c5-4533-977e-a1d6c74afac4,2407301809,uuid:d9828d83-e5c5-4533-977e-a1d6c74afac4
"8/3/2024, 7:43:34 PM","8/3/2024, 7:26:59 PM","8/3/2024, 7:43:06 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),690,,8/3/2024,4,1,,0,23,19,9,14,,,,,,,,,,,uuid:743932b9-602b-4eab-bfc1-7c265476384d,2407301809,uuid:743932b9-602b-4eab-bfc1-7c265476384d
"8/5/2024, 5:16:47 PM","8/4/2024, 9:18:55 PM","8/5/2024, 5:16:38 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),382,,8/4/2024,4,1,,0,14,11,5,9,,,,,,,,,,,uuid:a421bdf0-6e75-419d-a25c-717f4b8b7753,2407301809,uuid:a421bdf0-6e75-419d-a25c-717f4b8b7753
"8/5/2024, 5:19:31 PM","8/5/2024, 4:55:28 PM","8/5/2024, 5:19:22 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),154,,8/4/2024,4,1,,0,18,16,0,18,,,,,,,,,,,uuid:f759b965-d746-423d-b797-476e364b4bf0,2407301809,uuid:f759b965-d746-423d-b797-476e364b4bf0
"8/5/2024, 5:29:16 PM","8/5/2024, 5:24:17 PM","8/5/2024, 5:29:04 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),287,,8/4/2024,4,1,,0,23,18,8,15,,,,,,,,,,,uuid:0e6cdca7-edfb-4c49-944f-cb3b4d7f47ac,2407301809,uuid:0e6cdca7-edfb-4c49-944f-cb3b4d7f47ac
"8/5/2024, 5:29:19 PM","8/5/2024, 5:22:00 PM","8/5/2024, 5:23:59 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),119,,8/4/2024,4,1,,0,4,0,2,2,,,,,,,,,,,uuid:3a095872-b8b6-4b9e-9082-28c6f220bd0d,2407301809,uuid:3a095872-b8b6-4b9e-9082-28c6f220bd0d
"8/5/2024, 5:29:20 PM","8/4/2024, 9:25:18 PM","8/5/2024, 5:21:51 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),388,,8/4/2024,4,1,,0,4,4,4,0,,,,,,,,,,,uuid:e5a76ab7-7c9d-4d19-bada-b58d9342d324,2407301809,uuid:e5a76ab7-7c9d-4d19-bada-b58d9342d324
"8/5/2024, 10:21:42 PM","8/5/2024, 10:15:19 PM","8/5/2024, 10:21:28 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),369,,8/5/2024,4,1,,0,25,21,9,16,,,,,,,,,,,uuid:19f3505c-46c7-4465-a929-316a34f76ad3,2407301809,uuid:19f3505c-46c7-4465-a929-316a34f76ad3
"8/5/2024, 10:21:42 PM","8/5/2024, 10:13:52 PM","8/5/2024, 10:15:14 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),81,,8/5/2024,4,1,,0,2,0,1,1,,,,,,,,,,,uuid:e41a3e77-b425-4511-904e-523a2e85fb86,2407301809,uuid:e41a3e77-b425-4511-904e-523a2e85fb86
"8/5/2024, 10:21:43 PM","8/5/2024, 10:08:16 PM","8/5/2024, 10:13:47 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),327,,8/5/2024,4,1,,0,4,0,4,0,,,,,,,,,,,uuid:aec0b039-ceac-4fd6-8798-1ff14f51b8b4,2407301809,uuid:aec0b039-ceac-4fd6-8798-1ff14f51b8b4
"8/5/2024, 10:21:44 PM","8/5/2024, 10:04:27 PM","8/5/2024, 10:08:11 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),223,,8/5/2024,4,1,,0,19,0,0,19,,,,,,,,,,,uuid:f79a0113-1bb8-4cb0-879d-a991117209b6,2407301809,uuid:f79a0113-1bb8-4cb0-879d-a991117209b6
"8/5/2024, 10:21:44 PM","8/5/2024, 9:17:31 PM","8/5/2024, 10:04:07 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),1055,,8/5/2024,4,1,,0,12,11,5,7,,,,,,,,,,,uuid:d12956a0-8399-4267-9ec9-c515b1d662da,2407301809,uuid:d12956a0-8399-4267-9ec9-c515b1d662da
"8/6/2024, 12:09:19 PM","8/6/2024, 11:59:07 AM","8/6/2024, 12:09:00 PM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),593,,8/3/2024,5,3,,0,16,12,6,10,,,,,,,,,,,uuid:86b12aa3-4142-4a90-98b2-8eb65d29f442,2407301809,uuid:86b12aa3-4142-4a90-98b2-8eb65d29f442
"8/6/2024, 12:12:01 PM","8/6/2024, 12:09:28 PM","8/6/2024, 12:11:57 PM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),149,,8/3/2024,5,3,,0,17,16,0,17,,,,,,,,,,,uuid:599affa8-ced2-4938-8ba2-0ac8c081fe43,2407301809,uuid:599affa8-ced2-4938-8ba2-0ac8c081fe43
"8/6/2024, 12:14:00 PM","8/6/2024, 12:12:08 PM","8/6/2024, 12:13:52 PM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),104,,8/3/2024,5,3,,0,6,6,0,6,,,,,,,,,,,uuid:83c993eb-f739-4239-b112-298f58481a13,2407301809,uuid:83c993eb-f739-4239-b112-298f58481a13
"8/6/2024, 12:16:25 PM","8/6/2024, 12:14:05 PM","8/6/2024, 12:16:14 PM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),129,,8/3/2024,5,3,,0,7,7,0,7,,,,,,,,,,,uuid:c95bd96d-fe26-477e-aed8-befb596b934a,2407301809,uuid:c95bd96d-fe26-477e-aed8-befb596b934a
"8/6/2024, 12:29:24 PM","8/6/2024, 12:16:38 PM","8/6/2024, 12:29:18 PM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),673,,8/5/2024,5,3,,0,14,14,7,7,,,,,,,,,,,uuid:96119b7b-6dfb-447c-8108-8758c348a686,2407301809,uuid:96119b7b-6dfb-447c-8108-8758c348a686
"8/6/2024, 12:36:47 PM","8/6/2024, 12:29:32 PM","8/6/2024, 12:36:41 PM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),332,,8/5/2024,5,3,,0,20,19,0,20,,,,,,,,,,,uuid:cf6aa5df-2e07-44e6-9e78-ae5dd8a12fa8,2407301809,uuid:cf6aa5df-2e07-44e6-9e78-ae5dd8a12fa8
"8/6/2024, 12:38:23 PM","8/6/2024, 12:36:58 PM","8/6/2024, 12:38:05 PM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),67,,8/5/2024,5,3,,0,4,4,0,4,,,,,,,,,,,uuid:093f39b5-76eb-4a6c-88ba-0b082b8c483c,2407301809,uuid:093f39b5-76eb-4a6c-88ba-0b082b8c483c
"8/6/2024, 12:47:27 PM","8/6/2024, 12:43:25 PM","8/6/2024, 12:47:21 PM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),237,,8/5/2024,5,3,,0,8,8,0,8,,,,,,,,,,,uuid:24e548b7-a754-417e-af28-1aecb1e086d1,2407301809,uuid:24e548b7-a754-417e-af28-1aecb1e086d1
"8/7/2024, 12:51:43 PM","8/6/2024, 7:36:22 PM","8/6/2024, 7:38:20 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),117,,8/6/2024,4,1,,0,14,11,6,8,,,,,,,,,,,uuid:def21477-31d1-4b95-8305-c5086cbeb5cf,2407301809,uuid:def21477-31d1-4b95-8305-c5086cbeb5cf
"8/7/2024, 12:51:44 PM","8/6/2024, 7:38:23 PM","8/6/2024, 7:40:12 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),108,,8/6/2024,4,1,,0,17,15,0,17,,,,,,,,,,,uuid:afbb209f-3e8d-41b6-8b4f-8f3f1d8c184b,2407301809,uuid:afbb209f-3e8d-41b6-8b4f-8f3f1d8c184b
"8/7/2024, 12:51:44 PM","8/6/2024, 7:40:15 PM","8/6/2024, 7:41:35 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),80,,8/6/2024,4,1,,0,3,3,3,0,,,,,,,,,,,uuid:3ab623dd-7918-4adc-8ac7-5e84583aac9c,2407301809,uuid:3ab623dd-7918-4adc-8ac7-5e84583aac9c
"8/7/2024, 12:51:45 PM","8/6/2024, 7:41:39 PM","8/7/2024, 12:50:47 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),156,,8/6/2024,4,1,,0,1,0,1,0,,,,,,,,,,,uuid:cd86b2ab-4dcf-4850-b598-15ac9de3c054,2407301809,uuid:cd86b2ab-4dcf-4850-b598-15ac9de3c054
"8/7/2024, 6:43:20 PM","8/7/2024, 6:28:24 PM","8/7/2024, 6:30:07 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),103,,8/7/2024,4,1,,0,14,14,6,8,,,,,,,,,,,uuid:98944c81-c557-45a4-a9b7-5b24d3c87048,2407301809,uuid:98944c81-c557-45a4-a9b7-5b24d3c87048
"8/7/2024, 6:43:20 PM","8/7/2024, 6:30:15 PM","8/7/2024, 6:31:52 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),97,,8/7/2024,4,1,,0,22,0,0,22,,,,,,,,,,,uuid:3817b406-1da7-43c1-81b4-93a9e3d0fc7c,2407301809,uuid:3817b406-1da7-43c1-81b4-93a9e3d0fc7c
"8/7/2024, 6:43:20 PM","8/7/2024, 6:31:58 PM","8/7/2024, 6:32:57 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),58,,8/7/2024,4,1,,0,1,1,1,0,,,,,,,,,,,uuid:a17a3061-d6d1-491b-936f-d10dac02e9ae,2407301809,uuid:a17a3061-d6d1-491b-936f-d10dac02e9ae
"8/7/2024, 6:43:21 PM","8/7/2024, 6:33:00 PM","8/7/2024, 6:36:53 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),101,,8/7/2024,4,1,,0,1,0,1,0,,,,,,,,,,,uuid:d6375105-fac3-4a10-ac99-ff4f1cfa1d7a,2407301809,uuid:d6375105-fac3-4a10-ac99-ff4f1cfa1d7a
"8/7/2024, 6:43:21 PM","8/7/2024, 6:36:58 PM","8/7/2024, 6:43:12 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),283,,8/7/2024,4,1,,0,25,23,8,17,,,,,,,,,,,uuid:34e6bc93-c902-4038-aadc-a5ab818b2486,2407301809,uuid:34e6bc93-c902-4038-aadc-a5ab818b2486
"8/8/2024, 6:20:27 AM","8/7/2024, 11:38:29 PM","8/8/2024, 6:20:17 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),791,,8/7/2024,5,3,,0,17,15,7,7,,,,,,,,,,,uuid:5543534d-634c-48ca-819f-6e855820a93d,2407301809,uuid:5543534d-634c-48ca-819f-6e855820a93d
"8/8/2024, 6:25:24 AM","8/8/2024, 6:20:31 AM","8/8/2024, 6:25:18 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),265,,8/7/2024,5,3,,0,19,18,0,19,,,,,,,,,,,uuid:3e5f851d-64cd-45b0-b426-ec96a5b17ead,2407301809,uuid:3e5f851d-64cd-45b0-b426-ec96a5b17ead
"8/8/2024, 6:26:50 AM","8/8/2024, 6:25:35 AM","8/8/2024, 6:26:44 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),68,,8/7/2024,5,3,,0,5,0,0,5,,,,,,,,,,,uuid:3197ac6a-cf31-4800-bf68-ba23342921ff,2407301809,uuid:3197ac6a-cf31-4800-bf68-ba23342921ff
"8/8/2024, 6:28:51 AM","8/8/2024, 6:27:00 AM","8/8/2024, 6:28:43 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),103,,8/7/2024,5,3,,0,9,9,0,9,,,,,,,,,,,uuid:511ca3c9-67da-46f7-95b3-d1facd70e0d6,2407301809,uuid:511ca3c9-67da-46f7-95b3-d1facd70e0d6
"8/8/2024, 8:54:31 AM","8/8/2024, 8:35:13 AM","8/8/2024, 8:51:41 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),984,,8/5/2024,5,3,,0,14,14,6,8,,,,,,,,,,,uuid:a83a465b-fa7a-4dd5-8e4a-71d0dca152f9,2407301809,uuid:a83a465b-fa7a-4dd5-8e4a-71d0dca152f9
"8/8/2024, 9:02:24 AM","8/8/2024, 8:54:54 AM","8/8/2024, 9:02:18 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),293,,8/5/2024,5,3,,0,20,18,0,20,,,,,,,,,,,uuid:4ae48e19-2e76-4dcd-9c78-41a7b5f1768d,2407301809,uuid:4ae48e19-2e76-4dcd-9c78-41a7b5f1768d
"8/8/2024, 9:04:15 AM","8/8/2024, 9:02:30 AM","8/8/2024, 9:04:10 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),100,,8/5/2024,5,3,,0,4,4,0,4,,,,,,,,,,,uuid:03c90272-8b7b-4031-9e2b-442145b098da,2407301809,uuid:03c90272-8b7b-4031-9e2b-442145b098da
"8/8/2024, 9:07:29 AM","8/8/2024, 9:04:22 AM","8/8/2024, 9:07:22 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),181,,8/5/2024,5,3,,0,9,9,0,9,,,,,,,,,,,uuid:f676f965-a1df-4d23-be2c-19247a96d2a6,2407301809,uuid:f676f965-a1df-4d23-be2c-19247a96d2a6
"8/8/2024, 10:26:35 PM","8/8/2024, 10:21:47 PM","8/8/2024, 10:26:25 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),278,,8/8/2024,4,1,,0,25,22,9,16,,,,,,,,,,,uuid:b25c5e21-ab9d-429d-8aba-ac878f141e5e,2407301809,uuid:b25c5e21-ab9d-429d-8aba-ac878f141e5e
"8/8/2024, 10:26:35 PM","8/8/2024, 10:20:28 PM","8/8/2024, 10:21:43 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),74,,8/8/2024,4,1,,0,1,0,1,0,,,,,,,,,,,uuid:f5c45ffa-80f2-4865-a4a6-13d10bd4b24a,2407301809,uuid:f5c45ffa-80f2-4865-a4a6-13d10bd4b24a
"8/8/2024, 10:26:35 PM","8/8/2024, 10:19:20 PM","8/8/2024, 10:20:25 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),65,,8/8/2024,4,1,,0,2,2,2,0,,,,,,,,,,,uuid:b07c3138-e90f-463d-af8c-9b6d6e581d09,2407301809,uuid:b07c3138-e90f-463d-af8c-9b6d6e581d09
"8/8/2024, 10:26:36 PM","8/8/2024, 10:17:10 PM","8/8/2024, 10:19:17 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),126,,8/8/2024,4,1,,0,22,18,0,22,,,,,,,,,,,uuid:7135a89c-e76d-4a80-ad29-5ead3c75bd41,2407301809,uuid:7135a89c-e76d-4a80-ad29-5ead3c75bd41
"8/8/2024, 10:26:36 PM","8/8/2024, 10:15:32 PM","8/8/2024, 10:17:07 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),95,,8/8/2024,4,1,,0,14,13,6,8,,,,,,,,,,,uuid:838fb098-18b8-4ea0-be21-67bea6d7b504,2407301809,uuid:838fb098-18b8-4ea0-be21-67bea6d7b504
"8/9/2024, 7:27:35 PM","8/9/2024, 7:12:04 PM","8/9/2024, 7:16:03 PM",356058093652798,,chuk,samsung|SM-J737T|9|SurveyCTO Collect 2.81.2 (3771098),239,,8/9/2024,2,0,,0,25,23,11,14,,,,,,,,,,,uuid:1364a72c-78a5-47f3-9bba-cddbc9e8c13c,2407301809,uuid:1364a72c-78a5-47f3-9bba-cddbc9e8c13c
